deltaM;channel;partialWidth;fpi
6.1500E+00;~H+ -> u,D,~X;3.7783E-09;0
6.1500E+00;~H+ -> c,S,~X;3.6117E-09;0
6.1500E+00;~H+ -> u,D,~H3;3.4816E-09;0
6.1500E+00;~H+ -> c,S,~H3;3.3231E-09;0
6.1500E+00;~H+ -> ne,E,~X;1.2595E-09;0
6.1500E+00;~H+ -> nm,M,~X;1.2576E-09;0
6.1500E+00;~H+ -> ne,E,~H3;1.1606E-09;0
6.1500E+00;~H+ -> nm,M,~H3;1.1588E-09;0
6.1500E+00;~H+ -> nl,L,~X;8.4496E-10;0
6.1500E+00;~H+ -> nl,L,~H3;7.6837E-10;0
6.1500E+00;~H+ -> ~X,pi+;8.3014E-11;1
6.1500E+00;total;2.0644E-08;-1
6.2000E+00;~H+ -> u,D,~X;3.9340E-09;0
6.2000E+00;~H+ -> c,S,~X;3.7633E-09;0
6.2000E+00;~H+ -> u,D,~H3;3.6275E-09;0
6.2000E+00;~H+ -> c,S,~H3;3.4650E-09;0
6.2000E+00;~H+ -> ne,E,~X;1.3114E-09;0
6.2000E+00;~H+ -> nm,M,~X;1.3095E-09;0
6.2000E+00;~H+ -> ne,E,~H3;1.2092E-09;0
6.2000E+00;~H+ -> nm,M,~H3;1.2074E-09;0
6.2000E+00;~H+ -> nl,L,~X;8.8541E-10;0
6.2000E+00;~H+ -> nl,L,~H3;8.0596E-10;0
6.2000E+00;~H+ -> ~X,pi+;8.5043E-11;1
6.2000E+00;total;2.1519E-08;-1
6.2500E+00;~H+ -> u,D,~X;4.0949E-09;0
6.2500E+00;~H+ -> c,S,~X;3.9199E-09;0
6.2500E+00;~H+ -> u,D,~H3;3.7783E-09;0
6.2500E+00;~H+ -> c,S,~H3;3.6117E-09;0
6.2500E+00;~H+ -> ne,E,~X;1.3650E-09;0
6.2500E+00;~H+ -> nm,M,~X;1.3630E-09;0
6.2500E+00;~H+ -> ne,E,~H3;1.2595E-09;0
6.2500E+00;~H+ -> nm,M,~H3;1.2576E-09;0
6.2500E+00;~H+ -> nl,L,~X;9.2736E-10;0
6.2500E+00;~H+ -> nl,L,~H3;8.4496E-10;0
6.2500E+00;~H+ -> ~X,pi+;8.7104E-11;1
6.2500E+00;total;2.2422E-08;-1
6.3000E+00;~H+ -> u,D,~X;4.2609E-09;0
6.3000E+00;~H+ -> c,S,~X;4.0817E-09;0
6.3000E+00;~H+ -> u,D,~H3;3.9340E-09;0
6.3000E+00;~H+ -> c,S,~H3;3.7633E-09;0
6.3000E+00;~H+ -> ne,E,~X;1.4203E-09;0
6.3000E+00;~H+ -> nm,M,~X;1.4183E-09;0
6.3000E+00;~H+ -> ne,E,~H3;1.3114E-09;0
6.3000E+00;~H+ -> nm,M,~H3;1.3095E-09;0
6.3000E+00;~H+ -> nl,L,~X;9.7084E-10;0
6.3000E+00;~H+ -> nl,L,~H3;8.8542E-10;0
6.3000E+00;~H+ -> ~X,pi+;8.9199E-11;1
6.3000E+00;total;2.3356E-08;-1
6.3500E+00;~H+ -> u,D,~X;4.4323E-09;0
6.3500E+00;~H+ -> c,S,~X;4.2487E-09;0
6.3500E+00;~H+ -> u,D,~H3;4.0949E-09;0
6.3500E+00;~H+ -> c,S,~H3;3.9199E-09;0
6.3500E+00;~H+ -> ne,E,~X;1.4775E-09;0
6.3500E+00;~H+ -> nm,M,~X;1.4754E-09;0
6.3500E+00;~H+ -> ne,E,~H3;1.3650E-09;0
6.3500E+00;~H+ -> nm,M,~H3;1.3630E-09;0
6.3500E+00;~H+ -> nl,L,~X;1.0159E-09;0
6.3500E+00;~H+ -> nl,L,~H3;9.2736E-10;0
6.3500E+00;~H+ -> ~X,pi+;9.1326E-11;1
6.3500E+00;total;2.4320E-08;-1
6.4000E+00;~H+ -> u,D,~X;4.6091E-09;0
6.4000E+00;~H+ -> c,S,~X;4.4211E-09;0
6.4000E+00;~H+ -> u,D,~H3;4.2609E-09;0
6.4000E+00;~H+ -> c,S,~H3;4.0817E-09;0
6.4000E+00;~H+ -> ne,E,~X;1.5364E-09;0
6.4000E+00;~H+ -> nm,M,~X;1.5343E-09;0
6.4000E+00;~H+ -> ne,E,~H3;1.4203E-09;0
6.4000E+00;~H+ -> nm,M,~H3;1.4183E-09;0
6.4000E+00;~H+ -> nl,L,~X;1.0626E-09;0
6.4000E+00;~H+ -> nl,L,~H3;9.7085E-10;0
6.4000E+00;~H+ -> ~X,pi+;9.3487E-11;1
6.4000E+00;total;2.5316E-08;-1
6.4500E+00;~H+ -> u,D,~X;4.7916E-09;0
6.4500E+00;~H+ -> c,S,~X;4.5990E-09;0
6.4500E+00;~H+ -> u,D,~H3;4.4323E-09;0
6.4500E+00;~H+ -> c,S,~H3;4.2487E-09;0
6.4500E+00;~H+ -> ne,E,~X;1.5972E-09;0
6.4500E+00;~H+ -> nm,M,~X;1.5951E-09;0
6.4500E+00;~H+ -> ne,E,~H3;1.4775E-09;0
6.4500E+00;~H+ -> nm,M,~H3;1.4754E-09;0
6.4500E+00;~H+ -> nl,L,~X;1.1109E-09;0
6.4500E+00;~H+ -> nl,L,~H3;1.0159E-09;0
6.4500E+00;~H+ -> ~X,pi+;9.5682E-11;1
6.4500E+00;total;2.6344E-08;-1
6.5000E+00;~H+ -> u,D,~X;4.9798E-09;0
6.5000E+00;~H+ -> c,S,~X;4.7827E-09;0
6.5000E+00;~H+ -> u,D,~H3;4.6092E-09;0
6.5000E+00;~H+ -> c,S,~H3;4.4211E-09;0
6.5000E+00;~H+ -> ne,E,~X;1.6600E-09;0
6.5000E+00;~H+ -> nm,M,~X;1.6578E-09;0
6.5000E+00;~H+ -> ne,E,~H3;1.5364E-09;0
6.5000E+00;~H+ -> nm,M,~H3;1.5343E-09;0
6.5000E+00;~H+ -> nl,L,~X;1.1609E-09;0
6.5000E+00;~H+ -> nl,L,~H3;1.0626E-09;0
6.5000E+00;~H+ -> ~X,pi+;9.7910E-11;1
6.5000E+00;total;2.7405E-08;-1
6.5500E+00;~H+ -> u,D,~X;5.1738E-09;0
6.5500E+00;~H+ -> c,S,~X;4.9721E-09;0
6.5500E+00;~H+ -> u,D,~H3;4.7916E-09;0
6.5500E+00;~H+ -> c,S,~H3;4.5991E-09;0
6.5500E+00;~H+ -> ne,E,~X;1.7246E-09;0
6.5500E+00;~H+ -> nm,M,~X;1.7224E-09;0
6.5500E+00;~H+ -> ne,E,~H3;1.5972E-09;0
6.5500E+00;~H+ -> nm,M,~H3;1.5951E-09;0
6.5500E+00;~H+ -> nl,L,~X;1.2127E-09;0
6.5500E+00;~H+ -> nl,L,~H3;1.1109E-09;0
6.5500E+00;~H+ -> ~X,pi+;1.0017E-10;1
6.5500E+00;total;2.8499E-08;-1
6.6000E+00;~H+ -> u,D,~X;5.3738E-09;0
6.6000E+00;~H+ -> c,S,~X;5.1674E-09;0
6.6000E+00;~H+ -> u,D,~H3;4.9798E-09;0
6.6000E+00;~H+ -> c,S,~H3;4.7827E-09;0
6.6000E+00;~H+ -> ne,E,~X;1.7913E-09;0
6.6000E+00;~H+ -> nm,M,~X;1.7890E-09;0
6.6000E+00;~H+ -> ne,E,~H3;1.6600E-09;0
6.6000E+00;~H+ -> nm,M,~H3;1.6578E-09;0
6.6000E+00;~H+ -> nl,L,~X;1.2662E-09;0
6.6000E+00;~H+ -> nl,L,~H3;1.1609E-09;0
6.6000E+00;~H+ -> ~X,pi+;1.0247E-10;1
6.6000E+00;total;2.9629E-08;-1
6.6500E+00;~H+ -> u,D,~X;5.5800E-09;0
6.6500E+00;~H+ -> c,S,~X;5.3688E-09;0
6.6500E+00;~H+ -> u,D,~H3;5.1738E-09;0
6.6500E+00;~H+ -> c,S,~H3;4.9721E-09;0
6.6500E+00;~H+ -> ne,E,~X;1.8600E-09;0
6.6500E+00;~H+ -> nm,M,~X;1.8577E-09;0
6.6500E+00;~H+ -> ne,E,~H3;1.7246E-09;0
6.6500E+00;~H+ -> nm,M,~H3;1.7224E-09;0
6.6500E+00;~H+ -> nl,L,~X;1.3216E-09;0
6.6500E+00;~H+ -> nl,L,~H3;1.2127E-09;0
6.6500E+00;~H+ -> ~X,pi+;1.0480E-10;1
6.6500E+00;total;3.0794E-08;-1
6.7000E+00;~H+ -> u,D,~X;5.7925E-09;0
6.7000E+00;~H+ -> c,S,~X;5.5763E-09;0
6.7000E+00;~H+ -> u,D,~H3;5.3739E-09;0
6.7000E+00;~H+ -> c,S,~H3;5.1674E-09;0
6.7000E+00;~H+ -> ne,E,~X;1.9309E-09;0
6.7000E+00;~H+ -> nm,M,~X;1.9285E-09;0
6.7000E+00;~H+ -> ne,E,~H3;1.7913E-09;0
6.7000E+00;~H+ -> nm,M,~H3;1.7890E-09;0
6.7000E+00;~H+ -> nl,L,~X;1.3788E-09;0
6.7000E+00;~H+ -> nl,L,~H3;1.2662E-09;0
6.7000E+00;~H+ -> ~X,pi+;1.0717E-10;1
6.7000E+00;total;3.1995E-08;-1
6.7500E+00;~H+ -> u,D,~X;6.0113E-09;0
6.7500E+00;~H+ -> c,S,~X;5.7903E-09;0
6.7500E+00;~H+ -> u,D,~H3;5.5800E-09;0
6.7500E+00;~H+ -> c,S,~H3;5.3688E-09;0
6.7500E+00;~H+ -> ne,E,~X;2.0038E-09;0
6.7500E+00;~H+ -> nm,M,~X;2.0014E-09;0
6.7500E+00;~H+ -> ne,E,~H3;1.8600E-09;0
6.7500E+00;~H+ -> nm,M,~H3;1.8577E-09;0
6.7500E+00;~H+ -> nl,L,~X;1.4380E-09;0
6.7500E+00;~H+ -> nl,L,~H3;1.3216E-09;0
6.7500E+00;~H+ -> ~X,pi+;1.0957E-10;1
6.7500E+00;total;3.3233E-08;-1
6.8000E+00;~H+ -> u,D,~X;6.2367E-09;0
6.8000E+00;~H+ -> c,S,~X;6.0107E-09;0
6.8000E+00;~H+ -> u,D,~H3;5.7925E-09;0
6.8000E+00;~H+ -> c,S,~H3;5.5764E-09;0
6.8000E+00;~H+ -> ne,E,~X;2.0790E-09;0
6.8000E+00;~H+ -> nm,M,~X;2.0764E-09;0
6.8000E+00;~H+ -> ne,E,~H3;1.9309E-09;0
6.8000E+00;~H+ -> nm,M,~H3;1.9285E-09;0
6.8000E+00;~H+ -> nl,L,~X;1.4991E-09;0
6.8000E+00;~H+ -> nl,L,~H3;1.3788E-09;0
6.8000E+00;~H+ -> ~X,pi+;1.1201E-10;1
6.8000E+00;total;3.4509E-08;-1
6.8500E+00;~H+ -> u,D,~X;6.4689E-09;0
6.8500E+00;~H+ -> c,S,~X;6.2377E-09;0
6.8500E+00;~H+ -> u,D,~H3;6.0113E-09;0
6.8500E+00;~H+ -> c,S,~H3;5.7903E-09;0
6.8500E+00;~H+ -> ne,E,~X;2.1563E-09;0
6.8500E+00;~H+ -> nm,M,~X;2.1538E-09;0
6.8500E+00;~H+ -> ne,E,~H3;2.0038E-09;0
6.8500E+00;~H+ -> nm,M,~H3;2.0014E-09;0
6.8500E+00;~H+ -> nl,L,~X;1.5622E-09;0
6.8500E+00;~H+ -> nl,L,~H3;1.4380E-09;0
6.8500E+00;~H+ -> ~X,pi+;1.1448E-10;1
6.8500E+00;total;3.5824E-08;-1
6.9000E+00;~H+ -> u,D,~X;6.7079E-09;0
6.9000E+00;~H+ -> c,S,~X;6.4716E-09;0
6.9000E+00;~H+ -> u,D,~H3;6.2368E-09;0
6.9000E+00;~H+ -> c,S,~H3;6.0107E-09;0
6.9000E+00;~H+ -> ne,E,~X;2.2360E-09;0
6.9000E+00;~H+ -> nm,M,~X;2.2334E-09;0
6.9000E+00;~H+ -> ne,E,~H3;2.0790E-09;0
6.9000E+00;~H+ -> nm,M,~H3;2.0765E-09;0
6.9000E+00;~H+ -> nl,L,~X;1.6274E-09;0
6.9000E+00;~H+ -> nl,L,~H3;1.4991E-09;0
6.9000E+00;~H+ -> ~X,pi+;1.1699E-10;1
6.9000E+00;total;3.7178E-08;-1
6.9500E+00;~H+ -> u,D,~X;6.9539E-09;0
6.9500E+00;~H+ -> c,S,~X;6.7123E-09;0
6.9500E+00;~H+ -> u,D,~H3;6.4689E-09;0
6.9500E+00;~H+ -> c,S,~H3;6.2378E-09;0
6.9500E+00;~H+ -> ne,E,~X;2.3180E-09;0
6.9500E+00;~H+ -> nm,M,~X;2.3153E-09;0
6.9500E+00;~H+ -> ne,E,~H3;2.1563E-09;0
6.9500E+00;~H+ -> nm,M,~H3;2.1538E-09;0
6.9500E+00;~H+ -> nl,L,~X;1.6947E-09;0
6.9500E+00;~H+ -> nl,L,~H3;1.5622E-09;0
6.9500E+00;~H+ -> ~X,pi+;1.1953E-10;1
6.9500E+00;total;3.8573E-08;-1
7.0000E+00;~H+ -> u,D,~X;7.2070E-09;0
7.0000E+00;~H+ -> c,S,~X;6.9602E-09;0
7.0000E+00;~H+ -> u,D,~H3;6.7079E-09;0
7.0000E+00;~H+ -> c,S,~H3;6.4716E-09;0
7.0000E+00;~H+ -> ne,E,~X;2.4024E-09;0
7.0000E+00;~H+ -> nm,M,~X;2.3996E-09;0
7.0000E+00;~H+ -> ne,E,~H3;2.2360E-09;0
7.0000E+00;~H+ -> nm,M,~H3;2.2334E-09;0
7.0000E+00;~H+ -> nl,L,~X;1.7642E-09;0
7.0000E+00;~H+ -> nl,L,~H3;1.6274E-09;0
7.0000E+00;~H+ -> ~X,pi+;1.2211E-10;1
7.0000E+00;total;4.0010E-08;-1
7.0500E+00;~H+ -> u,D,~X;7.4675E-09;0
7.0500E+00;~H+ -> c,S,~X;7.2153E-09;0
7.0500E+00;~H+ -> u,D,~H3;6.9539E-09;0
7.0500E+00;~H+ -> c,S,~H3;6.7124E-09;0
7.0500E+00;~H+ -> ne,E,~X;2.4892E-09;0
7.0500E+00;~H+ -> nm,M,~X;2.4864E-09;0
7.0500E+00;~H+ -> ne,E,~H3;2.3180E-09;0
7.0500E+00;~H+ -> nm,M,~H3;2.3153E-09;0
7.0500E+00;~H+ -> nl,L,~X;1.8358E-09;0
7.0500E+00;~H+ -> nl,L,~H3;1.6947E-09;0
7.0500E+00;~H+ -> ~X,pi+;1.2473E-10;1
7.0500E+00;total;4.1488E-08;-1
7.1000E+00;~H+ -> u,D,~X;7.7354E-09;0
7.1000E+00;~H+ -> c,S,~X;7.4777E-09;0
7.1000E+00;~H+ -> u,D,~H3;7.2070E-09;0
7.1000E+00;~H+ -> c,S,~H3;6.9602E-09;0
7.1000E+00;~H+ -> ne,E,~X;2.5785E-09;0
7.1000E+00;~H+ -> nm,M,~X;2.5757E-09;0
7.1000E+00;~H+ -> ne,E,~H3;2.4024E-09;0
7.1000E+00;~H+ -> nm,M,~H3;2.3996E-09;0
7.1000E+00;~H+ -> nl,L,~X;1.9098E-09;0
7.1000E+00;~H+ -> nl,L,~H3;1.7642E-09;0
7.1000E+00;~H+ -> ~X,pi+;1.2738E-10;1
7.1000E+00;total;4.3011E-08;-1
7.1500E+00;~H+ -> u,D,~X;8.0110E-09;0
7.1500E+00;~H+ -> c,S,~X;7.7478E-09;0
7.1500E+00;~H+ -> u,D,~H3;7.4675E-09;0
7.1500E+00;~H+ -> c,S,~H3;7.2153E-09;0
7.1500E+00;~H+ -> ne,E,~X;2.6704E-09;0
7.1500E+00;~H+ -> nm,M,~X;2.6675E-09;0
7.1500E+00;~H+ -> ne,E,~H3;2.4892E-09;0
7.1500E+00;~H+ -> nm,M,~H3;2.4864E-09;0
7.1500E+00;~H+ -> nl,L,~X;1.9860E-09;0
7.1500E+00;~H+ -> nl,L,~H3;1.8359E-09;0
7.1500E+00;~H+ -> ~X,pi+;1.3008E-10;1
7.1500E+00;total;4.4577E-08;-1
7.2000E+00;~H+ -> u,D,~X;8.2943E-09;0
7.2000E+00;~H+ -> c,S,~X;8.0255E-09;0
7.2000E+00;~H+ -> u,D,~H3;7.7354E-09;0
7.2000E+00;~H+ -> c,S,~H3;7.4778E-09;0
7.2000E+00;~H+ -> ne,E,~X;2.7648E-09;0
7.2000E+00;~H+ -> nm,M,~X;2.7618E-09;0
7.2000E+00;~H+ -> ne,E,~H3;2.5785E-09;0
7.2000E+00;~H+ -> nm,M,~H3;2.5757E-09;0
7.2000E+00;~H+ -> nl,L,~X;2.0646E-09;0
7.2000E+00;~H+ -> nl,L,~H3;1.9098E-09;0
7.2000E+00;~H+ -> ~X,pi+;1.3280E-10;1
7.2000E+00;total;4.6188E-08;-1
7.2500E+00;~H+ -> u,D,~X;8.5857E-09;0
7.2500E+00;~H+ -> c,S,~X;8.3111E-09;0
7.2500E+00;~H+ -> u,D,~H3;8.0110E-09;0
7.2500E+00;~H+ -> c,S,~H3;7.7478E-09;0
7.2500E+00;~H+ -> ne,E,~X;2.8619E-09;0
7.2500E+00;~H+ -> nm,M,~X;2.8589E-09;0
7.2500E+00;~H+ -> ne,E,~H3;2.6704E-09;0
7.2500E+00;~H+ -> nm,M,~H3;2.6675E-09;0
7.2500E+00;~H+ -> nl,L,~X;2.1456E-09;0
7.2500E+00;~H+ -> nl,L,~H3;1.9860E-09;0
7.2500E+00;~H+ -> ~X,pi+;1.3557E-10;1
7.2500E+00;total;4.7846E-08;-1
7.3000E+00;~H+ -> u,D,~X;8.8851E-09;0
7.3000E+00;~H+ -> c,S,~X;8.6048E-09;0
7.3000E+00;~H+ -> u,D,~H3;8.2944E-09;0
7.3000E+00;~H+ -> c,S,~H3;8.0256E-09;0
7.3000E+00;~H+ -> ne,E,~X;2.9617E-09;0
7.3000E+00;~H+ -> nm,M,~X;2.9586E-09;0
7.3000E+00;~H+ -> ne,E,~H3;2.7648E-09;0
7.3000E+00;~H+ -> nm,M,~H3;2.7619E-09;0
7.3000E+00;~H+ -> nl,L,~X;2.2291E-09;0
7.3000E+00;~H+ -> nl,L,~H3;2.0646E-09;0
7.3000E+00;~H+ -> ~X,pi+;1.3837E-10;1
7.3000E+00;total;4.9551E-08;-1
7.3500E+00;~H+ -> u,D,~X;9.1928E-09;0
7.3500E+00;~H+ -> c,S,~X;8.9067E-09;0
7.3500E+00;~H+ -> u,D,~H3;8.5857E-09;0
7.3500E+00;~H+ -> c,S,~H3;8.3112E-09;0
7.3500E+00;~H+ -> ne,E,~X;3.0643E-09;0
7.3500E+00;~H+ -> nm,M,~X;3.0612E-09;0
7.3500E+00;~H+ -> ne,E,~H3;2.8619E-09;0
7.3500E+00;~H+ -> nm,M,~H3;2.8589E-09;0
7.3500E+00;~H+ -> nl,L,~X;2.3151E-09;0
7.3500E+00;~H+ -> nl,L,~H3;2.1456E-09;0
7.3500E+00;~H+ -> ~X,pi+;1.4122E-10;1
7.3500E+00;total;5.1303E-08;-1
7.4000E+00;~H+ -> u,D,~X;9.5090E-09;0
7.4000E+00;~H+ -> c,S,~X;9.2169E-09;0
7.4000E+00;~H+ -> u,D,~H3;8.8851E-09;0
7.4000E+00;~H+ -> c,S,~H3;8.6049E-09;0
7.4000E+00;~H+ -> ne,E,~X;3.1697E-09;0
7.4000E+00;~H+ -> nm,M,~X;3.1665E-09;0
7.4000E+00;~H+ -> ne,E,~H3;2.9618E-09;0
7.4000E+00;~H+ -> nm,M,~H3;2.9587E-09;0
7.4000E+00;~H+ -> nl,L,~X;2.4037E-09;0
7.4000E+00;~H+ -> nl,L,~H3;2.2291E-09;0
7.4000E+00;~H+ -> ~X,pi+;1.4410E-10;1
7.4000E+00;total;5.3105E-08;-1
7.4500E+00;~H+ -> u,D,~X;9.8338E-09;0
7.4500E+00;~H+ -> c,S,~X;9.5358E-09;0
7.4500E+00;~H+ -> u,D,~H3;9.1929E-09;0
7.4500E+00;~H+ -> c,S,~H3;8.9067E-09;0
7.4500E+00;~H+ -> ne,E,~X;3.2780E-09;0
7.4500E+00;~H+ -> nm,M,~X;3.2747E-09;0
7.4500E+00;~H+ -> ne,E,~H3;3.0643E-09;0
7.4500E+00;~H+ -> nm,M,~H3;3.0612E-09;0
7.4500E+00;~H+ -> nl,L,~X;2.4949E-09;0
7.4500E+00;~H+ -> nl,L,~H3;2.3151E-09;0
7.4500E+00;~H+ -> ~X,pi+;1.4702E-10;1
7.4500E+00;total;5.4957E-08;-1
7.5000E+00;~H+ -> u,D,~X;1.0167E-08;0
7.5000E+00;~H+ -> c,S,~X;9.8633E-09;0
7.5000E+00;~H+ -> u,D,~H3;9.5091E-09;0
7.5000E+00;~H+ -> c,S,~H3;9.2170E-09;0
7.5000E+00;~H+ -> ne,E,~X;3.3892E-09;0
7.5000E+00;~H+ -> nm,M,~X;3.3858E-09;0
7.5000E+00;~H+ -> ne,E,~H3;3.1697E-09;0
7.5000E+00;~H+ -> nm,M,~H3;3.1665E-09;0
7.5000E+00;~H+ -> nl,L,~X;2.5888E-09;0
7.5000E+00;~H+ -> nl,L,~H3;2.4037E-09;0
7.5000E+00;~H+ -> ~X,pi+;1.4998E-10;1
7.5000E+00;total;5.6861E-08;-1
7.5500E+00;~H+ -> u,D,~X;1.0510E-08;0
7.5500E+00;~H+ -> c,S,~X;1.0200E-08;0
7.5500E+00;~H+ -> u,D,~H3;9.8339E-09;0
7.5500E+00;~H+ -> c,S,~H3;9.5358E-09;0
7.5500E+00;~H+ -> ne,E,~X;3.5034E-09;0
7.5500E+00;~H+ -> nm,M,~X;3.5000E-09;0
7.5500E+00;~H+ -> ne,E,~H3;3.2780E-09;0
7.5500E+00;~H+ -> nm,M,~H3;3.2747E-09;0
7.5500E+00;~H+ -> nl,L,~X;2.6854E-09;0
7.5500E+00;~H+ -> nl,L,~H3;2.4949E-09;0
7.5500E+00;~H+ -> ~X,pi+;1.5297E-10;1
7.5500E+00;total;5.8816E-08;-1
7.6000E+00;~H+ -> u,D,~X;1.0862E-08;0
7.6000E+00;~H+ -> c,S,~X;1.0545E-08;0
7.6000E+00;~H+ -> u,D,~H3;1.0168E-08;0
7.6000E+00;~H+ -> c,S,~H3;9.8633E-09;0
7.6000E+00;~H+ -> ne,E,~X;3.6207E-09;0
7.6000E+00;~H+ -> nm,M,~X;3.6172E-09;0
7.6000E+00;~H+ -> ne,E,~H3;3.3892E-09;0
7.6000E+00;~H+ -> nm,M,~H3;3.3859E-09;0
7.6000E+00;~H+ -> nl,L,~X;2.7849E-09;0
7.6000E+00;~H+ -> nl,L,~H3;2.5888E-09;0
7.6000E+00;~H+ -> ~X,pi+;1.5601E-10;1
7.6000E+00;total;6.0825E-08;-1
7.6500E+00;~H+ -> u,D,~X;1.1223E-08;0
7.6500E+00;~H+ -> c,S,~X;1.0900E-08;0
7.6500E+00;~H+ -> u,D,~H3;1.0510E-08;0
7.6500E+00;~H+ -> c,S,~H3;1.0200E-08;0
7.6500E+00;~H+ -> ne,E,~X;3.7411E-09;0
7.6500E+00;~H+ -> nm,M,~X;3.7375E-09;0
7.6500E+00;~H+ -> ne,E,~H3;3.5034E-09;0
7.6500E+00;~H+ -> nm,M,~H3;3.5000E-09;0
7.6500E+00;~H+ -> nl,L,~X;2.8872E-09;0
7.6500E+00;~H+ -> nl,L,~H3;2.6854E-09;0
7.6500E+00;~H+ -> ~X,pi+;1.5909E-10;1
7.6500E+00;total;6.2888E-08;-1
7.7000E+00;~H+ -> u,D,~X;1.1594E-08;0
7.7000E+00;~H+ -> c,S,~X;1.1264E-08;0
7.7000E+00;~H+ -> u,D,~H3;1.0862E-08;0
7.7000E+00;~H+ -> c,S,~H3;1.0545E-08;0
7.7000E+00;~H+ -> ne,E,~X;3.8646E-09;0
7.7000E+00;~H+ -> nm,M,~X;3.8610E-09;0
7.7000E+00;~H+ -> ne,E,~H3;3.6207E-09;0
7.7000E+00;~H+ -> nm,M,~H3;3.6172E-09;0
7.7000E+00;~H+ -> nl,L,~X;2.9924E-09;0
7.7000E+00;~H+ -> nl,L,~H3;2.7849E-09;0
7.7000E+00;~H+ -> ~X,pi+;1.6220E-10;1
7.7000E+00;total;6.5006E-08;-1
7.7500E+00;~H+ -> u,D,~X;1.1974E-08;0
7.7500E+00;~H+ -> c,S,~X;1.1638E-08;0
7.7500E+00;~H+ -> u,D,~H3;1.1223E-08;0
7.7500E+00;~H+ -> c,S,~H3;1.0900E-08;0
7.7500E+00;~H+ -> ne,E,~X;3.9914E-09;0
7.7500E+00;~H+ -> nm,M,~X;3.9877E-09;0
7.7500E+00;~H+ -> ne,E,~H3;3.7411E-09;0
7.7500E+00;~H+ -> nm,M,~H3;3.7375E-09;0
7.7500E+00;~H+ -> nl,L,~X;3.1007E-09;0
7.7500E+00;~H+ -> nl,L,~H3;2.8872E-09;0
7.7500E+00;~H+ -> ~X,pi+;1.6536E-10;1
7.7500E+00;total;6.7181E-08;-1
7.8000E+00;~H+ -> u,D,~X;1.2364E-08;0
7.8000E+00;~H+ -> c,S,~X;1.2022E-08;0
7.8000E+00;~H+ -> u,D,~H3;1.1594E-08;0
7.8000E+00;~H+ -> c,S,~H3;1.1264E-08;0
7.8000E+00;~H+ -> ne,E,~X;4.1215E-09;0
7.8000E+00;~H+ -> nm,M,~X;4.1178E-09;0
7.8000E+00;~H+ -> ne,E,~H3;3.8646E-09;0
7.8000E+00;~H+ -> nm,M,~H3;3.8610E-09;0
7.8000E+00;~H+ -> nl,L,~X;3.2119E-09;0
7.8000E+00;~H+ -> nl,L,~H3;2.9924E-09;0
7.8000E+00;~H+ -> ~X,pi+;1.6856E-10;1
7.8000E+00;total;6.9414E-08;-1
7.8500E+00;~H+ -> u,D,~X;1.2765E-08;0
7.8500E+00;~H+ -> c,S,~X;1.2416E-08;0
7.8500E+00;~H+ -> u,D,~H3;1.1974E-08;0
7.8500E+00;~H+ -> c,S,~H3;1.1638E-08;0
7.8500E+00;~H+ -> ne,E,~X;4.2550E-09;0
7.8500E+00;~H+ -> nm,M,~X;4.2512E-09;0
7.8500E+00;~H+ -> ne,E,~H3;3.9915E-09;0
7.8500E+00;~H+ -> nm,M,~H3;3.9877E-09;0
7.8500E+00;~H+ -> nl,L,~X;3.3263E-09;0
7.8500E+00;~H+ -> nl,L,~H3;3.1007E-09;0
7.8500E+00;~H+ -> ~X,pi+;1.7179E-10;1
7.8500E+00;total;7.1705E-08;-1
7.9000E+00;~H+ -> u,D,~X;1.3176E-08;0
7.9000E+00;~H+ -> c,S,~X;1.2820E-08;0
7.9000E+00;~H+ -> u,D,~H3;1.2365E-08;0
7.9000E+00;~H+ -> c,S,~H3;1.2022E-08;0
7.9000E+00;~H+ -> ne,E,~X;4.3919E-09;0
7.9000E+00;~H+ -> nm,M,~X;4.3880E-09;0
7.9000E+00;~H+ -> ne,E,~H3;4.1216E-09;0
7.9000E+00;~H+ -> nm,M,~H3;4.1178E-09;0
7.9000E+00;~H+ -> nl,L,~X;3.4439E-09;0
7.9000E+00;~H+ -> nl,L,~H3;3.2120E-09;0
7.9000E+00;~H+ -> ~X,pi+;1.7507E-10;1
7.9000E+00;total;7.4057E-08;-1
7.9500E+00;~H+ -> u,D,~X;1.3597E-08;0
7.9500E+00;~H+ -> c,S,~X;1.3234E-08;0
7.9500E+00;~H+ -> u,D,~H3;1.2765E-08;0
7.9500E+00;~H+ -> c,S,~H3;1.2416E-08;0
7.9500E+00;~H+ -> ne,E,~X;4.5323E-09;0
7.9500E+00;~H+ -> nm,M,~X;4.5283E-09;0
7.9500E+00;~H+ -> ne,E,~H3;4.2550E-09;0
7.9500E+00;~H+ -> nm,M,~H3;4.2512E-09;0
7.9500E+00;~H+ -> nl,L,~X;3.5647E-09;0
7.9500E+00;~H+ -> nl,L,~H3;3.3264E-09;0
7.9500E+00;~H+ -> ~X,pi+;1.7839E-10;1
7.9500E+00;total;7.6470E-08;-1
8.0000E+00;~H+ -> u,D,~X;1.4029E-08;0
8.0000E+00;~H+ -> c,S,~X;1.3659E-08;0
8.0000E+00;~H+ -> u,D,~H3;1.3176E-08;0
8.0000E+00;~H+ -> c,S,~H3;1.2820E-08;0
