SModelS_status Analysis MT_displaced_xsec MT_max MT_max_xsec MT_outgrid_xsec MT_prompt_xsec MT_total_xsec Tx file r_max m(N1) m(H+) ctau(H+) BR(H+)
Non-excluded ATLAS-SUSY-2018-14 0.06068 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.06073 0.0 0.0 0.06073 TSmuSmuDisp IDM_mhc_860_mn1_3.981e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.1916 3.981e-06 860.0 0.02752 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.01422 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.2036 0.0 0.2572 0.2572 THSCPM1b IDM_mhc_700_mn1_0.0079432_dm_5_la2_0.01_laL_0.01_.slha.py 0.2693 0.007943 700.0 82.91 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 2.594 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 1.502 0.0 0.0 2.594 TSmuSmuDisp IDM_mhc_480_mn1_1.9952e-05_dm_5_la2_0.01_laL_0.01_.slha.py 1.755 1.995e-05 480.0 0.4454 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.606 "[[],[[jet,jet]]]  (HSCP,HSCP)" 1.445 0.0 2.079 2.079 THSCPM1b,THSCPM8 IDM_mhc_460_mn1_0.0025118_dm_5_la2_0.01_laL_0.01_.slha.py 1.653 0.002511 460.0 61.091 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.1479 0.0 0.1921 0.1921 THSCPM1b IDM_mhc_740_mn1_0.019952_dm_5_la2_0.01_laL_0.01_.slha.py 0.2506 0.01995 740.0 186.157 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 5.699 "[[],[[jet,jet]]]  (HSCP,HSCP)" 11.39 0.0 16.399 16.571 THSCPM1b,THSCPM8 IDM_mhc_280_mn1_0.001_dm_5_la2_0.01_laL_0.01_.slha.py 11.212 0.001 280.0 66.664 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 25.315 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 14.009 0.0 0.0 25.299 TSmuSmuDisp IDM_mhc_280_mn1_1.5848e-05_dm_5_la2_0.01_laL_0.01_.slha.py 7.149 1.584e-05 280.0 1.06 1[N1,mu-]
Non-excluded CMS-EXO-13-006 1.24 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.3484 0.0 0.149 0.6859 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_540_mn1_0.0003981_dm_5_la2_0.01_laL_0.01_.slha.py 0.1194 0.0003981 540.0 7.022 1[N1,mu-]
Excluded CMS-EXO-13-006 5.336 "[[],[[jet,jet]]]  (HSCP,HSCP)" 2.569 0.0 3.698 4.413 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_360_mn1_0.00050118_dm_5_la2_0.01_laL_0.01_.slha.py 2.606 0.0005011 360.0 20.053 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.0121 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_1000_mn1_5.0118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 1.448e-09 5.011e-06 1000.0 0.02562 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.2836 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.2244 0.0 0.0 0.2836 TSmuSmuDisp IDM_mhc_700_mn1_0.00019952_dm_5_la2_0.01_laL_0.01_.slha.py 0.07429 0.0001995 700.0 2.085 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0347 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.02272 0.0 0.0 0.02272 THSCPM1b IDM_mhc_880_mn1_0.001_dm_5_la2_0.01_laL_0.01_.slha.py 0.006165 0.001 880.0 6.599 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.7905 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.506 0.0 0.0 0.7905 TSmuSmuDisp IDM_mhc_600_mn1_0.00012589_dm_5_la2_0.01_laL_0.01_.slha.py 0.2 0.0001258 600.0 1.793 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.2399 0.0 0.3032 0.3032 THSCPM1b IDM_mhc_700_mn1_0.31622_dm_5_la2_0.01_laL_0.01_.slha.py 0.357 0.3162 700.0 3305.309 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 1.246 0.0 1.793 1.793 THSCPM1b,THSCPM8 IDM_mhc_500_mn1_0.50118_dm_5_la2_0.01_laL_0.01_.slha.py 1.437 0.5011 500.0 10331.254 1[N1,mu-]
Non-excluded CMS-EXO-13-006 1.632 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.6167 0.0 0.04098 1.032 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_520_mn1_0.00025118_dm_5_la2_0.01_laL_0.01_.slha.py 0.08378 0.0002511 520.0 4.777 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.05299 0.0 0.05299 0.05299 THSCPM1b IDM_mhc_880_mn1_0.50118_dm_5_la2_0.01_laL_0.01_.slha.py 0.12 0.5011 880.0 3310.855 1[N1,mu-]
Non-excluded CMS-EXO-13-006 1.994 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.9738 0.0 0.0 1.566 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_500_mn1_0.00015848_dm_5_la2_0.01_laL_0.01_.slha.py 0.04719 0.0001584 500.0 3.261 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.04044 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.1095 0.0 0.1421 0.1421 THSCPM1b IDM_mhc_740_mn1_0.003981_dm_5_la2_0.01_laL_0.01_.slha.py 0.1495 0.003981 740.0 37.231 1[N1,mu-]
Excluded CMS-EXO-13-006 56.237 "[[],[[jet,jet]]]  (HSCP,HSCP)" 148.267 0.4297 213.765 215.493 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_140_mn1_0.00031622_dm_5_la2_0.01_laL_0.01_.slha.py 18.397 0.0003162 140.0 89.288 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.1031 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.02786 0.0 0.02786 0.0523 THSCPM1b IDM_mhc_780_mn1_0.0012589_dm_5_la2_0.01_laL_0.01_.slha.py 0.02715 0.001258 780.0 10.608 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.3741 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.2803 0.0 0.0 0.3741 TSmuSmuDisp IDM_mhc_680_mn1_6.3095e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.2883 6.309e-05 680.0 0.6997 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.07941 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.07941 0.0 0.0 0.07941 TSmuSmuDisp IDM_mhc_820_mn1_1.9952e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.2073 1.995e-05 820.0 0.1517 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 132.499 "[[],[[jet,jet]]]  (HSCP,HSCP)" 47.627 0.0 68.648 91.375 THSCPM1b,THSCPM8 IDM_mhc_160_mn1_7.9432e-05_dm_5_la2_0.01_laL_0.01_.slha.py 11.772 7.943e-05 160.0 16.865 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.749 "[[],[[jet,jet]]]  (HSCP,HSCP)" 48.846 0.0 70.374 70.374 THSCPM1b,THSCPM8 IDM_mhc_200_mn1_0.012589_dm_5_la2_0.01_laL_0.01_.slha.py 46.217 0.01258 200.0 1686.555 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.2619 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.2076 0.0 0.0 0.2625 TSmuSmuDisp IDM_mhc_720_mn1_1.5848e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.4069 1.584e-06 720.0 0.01566 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 9.15 "[[],[[jet,jet]]]  (HSCP,HSCP)" 30.638 0.05705 44.132 44.296 THSCPM1b,THSCPM8 IDM_mhc_220_mn1_0.001_dm_5_la2_0.01_laL_0.01_.slha.py 28.396 0.001 220.0 109.626 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.5238 0.0 0.7411 0.7411 THSCPM1b IDM_mhc_600_mn1_0.15848_dm_5_la2_0.01_laL_0.01_.slha.py 0.7689 0.1584 600.0 2257.745 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 1.164 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.7359 0.0 0.0 1.164 TSmuSmuDisp IDM_mhc_560_mn1_2.5118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 1.875 2.511e-06 560.0 0.0411 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.09914 0.0 0.09914 0.09914 THSCPM1b IDM_mhc_780_mn1_0.031622_dm_5_la2_0.01_laL_0.01_.slha.py 0.2095 0.03162 780.0 265.939 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.8338 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.5271 0.0 0.0 0.8338 TSmuSmuDisp IDM_mhc_600_mn1_3.981e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.5922 3.981e-05 600.0 0.567 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 2.008 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 1.248 0.0 0.0 2.008 TSmuSmuDisp IDM_mhc_500_mn1_5.0118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 2.482 5.011e-06 500.0 0.1033 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.06072 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.06073 0.0 0.0 0.06073 TSmuSmuDisp IDM_mhc_860_mn1_7.9432e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.1817 7.943e-06 860.0 0.05496 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.2716 0.0 0.3624 0.3624 THSCPM1b IDM_mhc_680_mn1_0.03981_dm_5_la2_0.01_laL_0.01_.slha.py 0.3864 0.03981 680.0 441.447 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 535.445 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 294.504 0.0 0.0 535.367 TSmuSmuDisp IDM_mhc_120_mn1_1.9952e-06_dm_5_la2_0.01_laL_0.01_.slha.py 34.405 1.995e-06 120.0 0.7799 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.01374 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_980_mn1_5.0118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 1.005e-09 5.011e-05 980.0 0.2666 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_980_mn1_0.0050118_dm_5_la2_0.01_laL_0.01_.slha.py 0.01591 0.005011 980.0 26.665 1[N1,mu-]
Non-excluded CMS-EXO-13-006 19.992 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 7.802 0.0 0.33 14.397 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_300_mn1_6.3095e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.3377 6.309e-05 300.0 3.66 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.4359 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.327 0.0 0.0 0.436 TSmuSmuDisp IDM_mhc_660_mn1_1e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.6783 1e-05 660.0 0.1174 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.7349 0.0 1.039 1.039 THSCPM1b IDM_mhc_560_mn1_0.63095_dm_5_la2_0.01_laL_0.01_.slha.py 1.041 0.6309 560.0 10331.254 1[N1,mu-]
Non-excluded CMS-EXO-13-006 7.451 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 2.564 0.0 0.2433 4.81 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_380_mn1_0.00012589_dm_5_la2_0.01_laL_0.01_.slha.py 0.4658 0.0001258 380.0 4.515 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 19.242 "[[],[[jet,jet]]]  (HSCP,HSCP)" 4.911 0.0 7.071 11.265 THSCPM1b,THSCPM8 IDM_mhc_280_mn1_0.00019952_dm_5_la2_0.01_laL_0.01_.slha.py 3.614 0.0001995 280.0 13.332 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 2.039 "[[],[[jet,jet]]]  (HSCP,HSCP)" 1.139 0.0 1.64 1.87 THSCPM1b,THSCPM8 IDM_mhc_440_mn1_0.00079432_dm_5_la2_0.01_laL_0.01_.slha.py 0.9938 0.0007943 440.0 21.149 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.509 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.3823 0.0 0.0 0.5092 TSmuSmuDisp IDM_mhc_640_mn1_3.1622e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.9921 3.162e-06 640.0 0.03954 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.01891 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.01891 0.01812 0.0 0.01891 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_920_mn1_0.0003981_dm_5_la2_0.01_laL_0.01_.slha.py 0.000226 0.0003981 920.0 2.406 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0142 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.2903 0.0 0.387 0.387 THSCPM1b IDM_mhc_660_mn1_0.01_dm_5_la2_0.01_laL_0.01_.slha.py 0.3898 0.01 660.0 117.456 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.0121 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_1000_mn1_0.00015848_dm_5_la2_0.01_laL_0.01_.slha.py 9.658e-08 0.0001584 1000.0 0.8087 1[N1,mu-]
Excluded CMS-EXO-13-006 0.08969 "[[],[[jet,jet]]]  (HSCP,HSCP)" 294.493 0.0 424.724 424.724 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_120_mn1_0.12589_dm_5_la2_0.01_laL_0.01_.slha.py 30.308 0.1258 120.0 49208.719 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.03197 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.03197 0.0 0.0 0.03197 THSCPM1b IDM_mhc_900_mn1_0.00063095_dm_5_la2_0.01_laL_0.01_.slha.py 0.001339 0.0006309 900.0 3.986 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 114.34 "[[],[[jet,jet]]]  (HSCP,HSCP)" 56.469 0.0 81.393 96.918 THSCPM1b,THSCPM8 IDM_mhc_160_mn1_0.0001_dm_5_la2_0.01_laL_0.01_.slha.py 12.171 0.0001 160.0 21.286 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 4.762 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 2.702 0.0 0.0 4.764 TSmuSmuDisp IDM_mhc_420_mn1_1.2589e-06_dm_5_la2_0.01_laL_0.01_.slha.py 6.296 1.258e-06 420.0 0.03681 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.07895 0.0 0.07895 0.07895 THSCPM1b IDM_mhc_820_mn1_0.31622_dm_5_la2_0.01_laL_0.01_.slha.py 0.1849 0.3162 820.0 2406.426 1[N1,mu-]
Excluded CMS-EXO-13-006 5.964 "[[],[[jet,jet]]]  (HSCP,HSCP)" 170.78 0.0 246.223 246.223 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_140_mn1_0.0031622_dm_5_la2_0.01_laL_0.01_.slha.py 19.97 0.003162 140.0 892.882 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 25.31 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 13.9 0.0 0.0 25.102 TSmuSmuDisp IDM_mhc_280_mn1_1.9952e-05_dm_5_la2_0.01_laL_0.01_.slha.py 5.653 1.995e-05 280.0 1.333 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 2.594 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 1.502 0.0 0.0 2.594 TSmuSmuDisp IDM_mhc_480_mn1_1.5848e-05_dm_5_la2_0.01_laL_0.01_.slha.py 1.932 1.584e-05 480.0 0.3542 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 1.162 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.7359 0.0 0.0 1.164 TSmuSmuDisp IDM_mhc_560_mn1_1e-06_dm_5_la2_0.01_laL_0.01_.slha.py 1.512 1e-06 560.0 0.0163 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.09072 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.09103 0.0 0.0 0.09103 TSmuSmuDisp IDM_mhc_800_mn1_1.5848e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.2004 1.584e-06 800.0 0.01264 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 8.664 "[[],[[jet,jet]]]  (HSCP,HSCP)" 45.321 0.0352 65.295 65.377 THSCPM1b,THSCPM8 IDM_mhc_200_mn1_0.0012589_dm_5_la2_0.01_laL_0.01_.slha.py 41.499 0.001258 200.0 168.655 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.03987 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.02487 0.0 0.02487 0.02487 THSCPM1b IDM_mhc_820_mn1_0.0015848_dm_5_la2_0.01_laL_0.01_.slha.py 0.02554 0.001584 820.0 12.032 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.09335 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.5376 0.0 0.7604 0.7604 THSCPM1b IDM_mhc_580_mn1_0.0063095_dm_5_la2_0.01_laL_0.01_.slha.py 0.7187 0.006309 580.0 96.257 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.207 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.1594 0.0 0.0 0.207 TSmuSmuDisp IDM_mhc_740_mn1_7.9432e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.405 7.943e-06 740.0 0.07418 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_940_mn1_0.0079432_dm_5_la2_0.01_laL_0.01_.slha.py 0.02558 0.007943 940.0 45.996 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 0.5963 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.4483 0.0 0.0 0.5965 TSmuSmuDisp IDM_mhc_620_mn1_3.981e-06_dm_5_la2_0.01_laL_0.01_.slha.py 1.104 3.981e-06 620.0 0.05304 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.5561 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.1429 0.0 0.107 0.2971 THSCPM1b IDM_mhc_620_mn1_0.00063095_dm_5_la2_0.01_laL_0.01_.slha.py 0.0591 0.0006309 620.0 8.432 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.05345 0.0 0.05345 0.05345 THSCPM1b IDM_mhc_860_mn1_0.015848_dm_5_la2_0.01_laL_0.01_.slha.py 0.1105 0.01584 860.0 109.626 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.1044 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.1045 0.0 0.0 0.1045 TSmuSmuDisp IDM_mhc_780_mn1_1.2589e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.2909 1.258e-05 780.0 0.106 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.2621 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.2072 0.0 0.0 0.2621 TSmuSmuDisp IDM_mhc_720_mn1_0.0001_dm_5_la2_0.01_laL_0.01_.slha.py 0.1775 0.0001 720.0 0.9866 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.01562 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_960_mn1_3.1622e-06_dm_5_la2_0.01_laL_0.01_.slha.py 3.781e-10 3.162e-06 960.0 0.01761 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.01541 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.6973 0.0 0.9861 0.9861 THSCPM1b IDM_mhc_560_mn1_0.015848_dm_5_la2_0.01_laL_0.01_.slha.py 0.952 0.01584 560.0 259.64 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.02084 0.0 0.02084 0.02084 THSCPM1b IDM_mhc_920_mn1_0.15848_dm_5_la2_0.01_laL_0.01_.slha.py 0.04487 0.1584 920.0 957.897 1[N1,mu-]
Excluded CMS-EXO-13-006 0.7945 "[[],[[jet,jet]]]  (HSCP,HSCP)" 294.157 0.0 424.239 424.239 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_120_mn1_0.025118_dm_5_la2_0.01_laL_0.01_.slha.py 30.268 0.02511 120.0 9817.261 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.1031 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.9503 0.0 1.366 1.366 THSCPM1b IDM_mhc_520_mn1_0.0079432_dm_5_la2_0.01_laL_0.01_.slha.py 1.056 0.007943 520.0 150.631 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.1783 "[[],[[jet,jet]]]  (HSCP,HSCP)" 3.187 0.0 4.587 4.587 THSCPM1b,THSCPM8 IDM_mhc_400_mn1_0.01_dm_5_la2_0.01_laL_0.01_.slha.py 3.667 0.01 400.0 322.957 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 25.2 0.0 36.294 36.294 THSCPM1b,THSCPM8 IDM_mhc_240_mn1_0.25118_dm_5_la2_0.01_laL_0.01_.slha.py 26.083 0.2511 240.0 23025.316 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.1414 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.2449 0.0 0.3262 0.3262 THSCPM1b IDM_mhc_640_mn1_0.0025118_dm_5_la2_0.01_laL_0.01_.slha.py 0.2636 0.002511 640.0 31.421 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 4.116 0.0 5.924 5.924 THSCPM1b,THSCPM8 IDM_mhc_380_mn1_0.12589_dm_5_la2_0.01_laL_0.01_.slha.py 4.754 0.1258 380.0 4515.491 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.07784 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.07784 0.0 0.0 0.07784 TSmuSmuDisp IDM_mhc_820_mn1_0.00019952_dm_5_la2_0.01_laL_0.01_.slha.py 0.06001 0.0001995 820.0 1.517 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.02115 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.02115 0.02026 0.0 0.02115 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_920_mn1_0.00012589_dm_5_la2_0.01_laL_0.01_.slha.py 1.138e-07 0.0001258 920.0 0.7618 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 89.755 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 47.731 0.0 0.0 86.471 TSmuSmuDisp IDM_mhc_200_mn1_1.2589e-05_dm_5_la2_0.01_laL_0.01_.slha.py 8.076 1.258e-05 200.0 1.686 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.3756 0.0 0.5002 0.5002 THSCPM1b IDM_mhc_640_mn1_0.063095_dm_5_la2_0.01_laL_0.01_.slha.py 0.5486 0.06309 640.0 789.307 1[N1,mu-]
Excluded CMS-EXO-13-006 0.1369 "[[],[[jet,jet]]]  (HSCP,HSCP)" 173.375 0.0 249.965 249.965 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_140_mn1_0.079432_dm_5_la2_0.01_laL_0.01_.slha.py 20.562 0.07943 140.0 22398.066 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 2.207 0.0 3.176 3.176 THSCPM1b,THSCPM8 IDM_mhc_440_mn1_0.79432_dm_5_la2_0.01_laL_0.01_.slha.py 2.669 0.7943 440.0 21149.728 1[N1,mu-]
Excluded CMS-EXO-13-006 902.098 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 157.705 0.0 170.172 457.253 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_100_mn1_1.5848e-05_dm_5_la2_0.01_laL_0.01_.slha.py 19.77 1.584e-05 100.0 9.093 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0133 "[[],[[jet,jet]]]  (HSCP,HSCP)" 2.67 0.0 3.842 3.842 THSCPM1b,THSCPM8 IDM_mhc_420_mn1_0.03981_dm_5_la2_0.01_laL_0.01_.slha.py 3.089 0.03981 420.0 1167.615 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.3045 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.2409 0.0 0.0 0.3045 TSmuSmuDisp IDM_mhc_700_mn1_1.9952e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.4305 1.995e-05 700.0 0.2085 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 11.629 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 6.495 0.0 0.0 11.618 TSmuSmuDisp IDM_mhc_340_mn1_2.5118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 3.156 2.511e-05 340.0 1.127 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 15.16 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 7.287 0.0 0.02373 13.152 TSmuSmuDisp IDM_mhc_320_mn1_5.0118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.9025 5.011e-05 320.0 2.546 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.07983 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.05445 0.0 0.05445 0.05445 THSCPM1b IDM_mhc_760_mn1_0.0019952_dm_5_la2_0.01_laL_0.01_.slha.py 0.06359 0.001995 760.0 17.618 1[N1,mu-]
