SModelS_status Analysis MT_displaced_xsec MT_max MT_max_xsec MT_outgrid_xsec MT_prompt_xsec MT_total_xsec Tx file r_max m(N1) m(H+) ctau(H+) BR(H+)
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.0511 0.0 0.0511 0.0511 THSCPM1b IDM_mhc_840_mn1_0.0063095_dm_5_la2_0.01_laL_0.01_.slha.py 0.09393 0.006309 840.0 45.783 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.02115 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.02115 0.02027 0.0 0.02115 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_920_mn1_3.1622e-05_dm_5_la2_0.01_laL_0.01_.slha.py 1.342e-09 3.162e-05 920.0 0.1915 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 9.554 "[[],[[jet,jet]]]  (HSCP,HSCP)" 1.886 0.0 2.715 5.178 THSCPM1b,THSCPM8 IDM_mhc_340_mn1_0.00025118_dm_5_la2_0.01_laL_0.01_.slha.py 1.367 0.0002511 340.0 11.275 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_980_mn1_0.063095_dm_5_la2_0.01_laL_0.01_.slha.py 0.02866 0.06309 980.0 336.161 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.1272 "[[],[[jet,jet]]]  (HSCP,HSCP)" 1.388 0.0 1.997 1.997 THSCPM1b,THSCPM8 IDM_mhc_480_mn1_0.0079432_dm_5_la2_0.01_laL_0.01_.slha.py 1.702 0.007943 480.0 177.772 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.0794 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.0794 0.0 0.0 0.0794 TSmuSmuDisp IDM_mhc_820_mn1_0.0001_dm_5_la2_0.01_laL_0.01_.slha.py 0.1135 0.0001 820.0 0.7618 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 1.243 0.0 1.788 1.788 THSCPM1b,THSCPM8 IDM_mhc_500_mn1_0.15848_dm_5_la2_0.01_laL_0.01_.slha.py 1.426 0.1584 500.0 3261.602 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.3739 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.2803 0.0 0.0 0.3741 TSmuSmuDisp IDM_mhc_680_mn1_2.5118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.7337 2.511e-06 680.0 0.02783 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.6076 0.0 0.8594 0.8594 THSCPM1b IDM_mhc_580_mn1_0.03981_dm_5_la2_0.01_laL_0.01_.slha.py 0.8864 0.03981 580.0 607.159 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.2252 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.1657 0.0 0.0 0.2096 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_720_mn1_0.00031622_dm_5_la2_0.01_laL_0.01_.slha.py 0.003255 0.0003162 720.0 3.122 1[N1,mu-]
Excluded CMS-EXO-13-006 9.041 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 2.309 0.0 0.8169 4.932 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_360_mn1_0.00015848_dm_5_la2_0.01_laL_0.01_.slha.py 1.023 0.0001584 360.0 6.344 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.06939 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.06939 0.0 0.0 0.06939 TSmuSmuDisp IDM_mhc_840_mn1_1.5848e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.1869 1.584e-05 840.0 0.1147 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.04275 0.0 0.04275 0.04275 THSCPM1b IDM_mhc_900_mn1_0.025118_dm_5_la2_0.01_laL_0.01_.slha.py 0.09305 0.02511 900.0 159.134 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.3043 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.2408 0.0 0.0 0.3043 TSmuSmuDisp IDM_mhc_700_mn1_7.9432e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.2241 7.943e-05 700.0 0.8291 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.01058 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_1000_mn1_0.00050118_dm_5_la2_0.01_laL_0.01_.slha.py 0.00019 0.0005011 1000.0 2.562 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 315.038 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 173.484 0.0 0.0 315.038 TSmuSmuDisp IDM_mhc_140_mn1_1.5848e-06_dm_5_la2_0.01_laL_0.01_.slha.py 44.756 1.584e-06 140.0 0.4464 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.01192 "[[],[[jet,jet]]]  (HSCP,HSCP)" 5.137 0.0 7.394 7.394 THSCPM1b,THSCPM8 IDM_mhc_360_mn1_0.063095_dm_5_la2_0.01_laL_0.01_.slha.py 5.822 0.06309 360.0 2523.362 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.1044 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.1045 0.0 0.0 0.1045 TSmuSmuDisp IDM_mhc_780_mn1_3.981e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.3523 3.981e-06 780.0 0.0335 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 4.109 0.0 5.913 5.913 THSCPM1b,THSCPM8 IDM_mhc_380_mn1_0.079432_dm_5_la2_0.01_laL_0.01_.slha.py 4.733 0.07943 380.0 2847.43 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 9.234 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 5.166 0.0 0.0 9.234 TSmuSmuDisp IDM_mhc_360_mn1_5.0118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 7.149 5.011e-06 360.0 0.2005 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 19.361 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 10.739 0.0 0.0 19.362 TSmuSmuDisp IDM_mhc_300_mn1_2.5118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 15.126 2.511e-06 300.0 0.1461 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_980_mn1_0.31622_dm_5_la2_0.01_laL_0.01_.slha.py 0.0299 0.3162 980.0 1686.555 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.2067 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.1594 0.0 0.0 0.207 TSmuSmuDisp IDM_mhc_740_mn1_1.9952e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.3857 1.995e-06 740.0 0.01861 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 36.956 "[[],[[jet,jet]]]  (HSCP,HSCP)" 92.403 0.2967 133.188 134.384 THSCPM1b,THSCPM8 IDM_mhc_160_mn1_0.0003981_dm_5_la2_0.01_laL_0.01_.slha.py 26.731 0.0003981 160.0 84.689 1[N1,mu-]
Non-excluded CMS-EXO-13-006 25.808 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 7.543 0.0 1.444 15.06 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_280_mn1_7.9432e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.8908 7.943e-05 280.0 5.304 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.04446 "[[],[[jet,jet]]]  (HSCP,HSCP)" 3.272 0.0 4.708 4.708 THSCPM1b,THSCPM8 IDM_mhc_400_mn1_0.025118_dm_5_la2_0.01_laL_0.01_.slha.py 3.771 0.02511 400.0 812.045 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 1.161 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.7343 0.0 0.0 1.161 TSmuSmuDisp IDM_mhc_560_mn1_6.3095e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.5401 6.309e-05 560.0 1.033 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 11.33 "[[],[[jet,jet]]]  (HSCP,HSCP)" 29.641 0.08896 42.697 42.99 THSCPM1b,THSCPM8 IDM_mhc_220_mn1_0.00079432_dm_5_la2_0.01_laL_0.01_.slha.py 27.251 0.0007943 220.0 86.928 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 3.324 0.0 4.783 4.783 THSCPM1b,THSCPM8 IDM_mhc_400_mn1_0.31622_dm_5_la2_0.01_laL_0.01_.slha.py 3.859 0.3162 400.0 10224.194 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.5261 0.0 0.7443 0.7443 THSCPM1b IDM_mhc_600_mn1_0.50118_dm_5_la2_0.01_laL_0.01_.slha.py 0.7745 0.5011 600.0 7149.527 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.326 0.0 0.4347 0.4347 THSCPM1b IDM_mhc_660_mn1_0.3981_dm_5_la2_0.01_laL_0.01_.slha.py 0.4756 0.3981 660.0 4687.101 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.07199 "[[],[[jet,jet]]]  (HSCP,HSCP)" 2.638 0.0 3.796 3.796 THSCPM1b,THSCPM8 IDM_mhc_420_mn1_0.019952_dm_5_la2_0.01_laL_0.01_.slha.py 3.069 0.01995 420.0 583.807 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 1.487 0.0 2.139 2.139 THSCPM1b,THSCPM8 IDM_mhc_480_mn1_0.063095_dm_5_la2_0.01_laL_0.01_.slha.py 1.894 0.06309 480.0 1409.478 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.3215 "[[],[[jet,jet]]]  (HSCP,HSCP)" 2.505 0.0 3.604 3.604 THSCPM1b,THSCPM8 IDM_mhc_420_mn1_0.0063095_dm_5_la2_0.01_laL_0.01_.slha.py 2.804 0.006309 420.0 184.417 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 1.803 0.0 2.594 2.594 THSCPM1b,THSCPM8 IDM_mhc_460_mn1_0.079432_dm_5_la2_0.01_laL_0.01_.slha.py 2.245 0.07943 460.0 1934.578 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 45.605 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 25.216 0.0 0.0 45.607 TSmuSmuDisp IDM_mhc_240_mn1_1.2589e-06_dm_5_la2_0.01_laL_0.01_.slha.py 30.918 1.258e-06 240.0 0.1153 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_980_mn1_0.0015848_dm_5_la2_0.01_laL_0.01_.slha.py 0.005118 0.001584 980.0 8.432 1[N1,mu-]
Excluded CMS-EXO-13-006 113.7 "[[],[[jet,jet]]]  (HSCP,HSCP)" 497.739 0.5339 718.137 720.33 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_100_mn1_0.00025118_dm_5_la2_0.01_laL_0.01_.slha.py 42.258 0.0002511 100.0 144.034 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 0.9821 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.6217 0.0 0.0 0.9836 TSmuSmuDisp IDM_mhc_580_mn1_1.2589e-06_dm_5_la2_0.01_laL_0.01_.slha.py 1.397 1.258e-06 580.0 0.01915 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.09114 "[[],[[jet,jet]]]  (HSCP,HSCP)" 1.735 0.0 2.497 2.497 THSCPM1b,THSCPM8 IDM_mhc_460_mn1_0.012589_dm_5_la2_0.01_laL_0.01_.slha.py 2.155 0.01258 460.0 306.408 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.0121 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_1000_mn1_1.9952e-06_dm_5_la2_0.01_laL_0.01_.slha.py 1.494e-09 1.995e-06 1000.0 0.01022 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 47.285 "[[],[[jet,jet]]]  (HSCP,HSCP)" 12.628 0.0 18.19 28.146 THSCPM1b,THSCPM8 IDM_mhc_220_mn1_0.00012589_dm_5_la2_0.01_laL_0.01_.slha.py 8.976 0.0001258 220.0 13.799 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.04669 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.0467 0.0 0.0 0.0467 TSmuSmuDisp IDM_mhc_900_mn1_1.2589e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.1322 1.258e-05 900.0 0.07956 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 12.886 "[[],[[jet,jet]]]  (HSCP,HSCP)" 2.092 0.0 3.011 6.702 THSCPM1b,THSCPM8 IDM_mhc_320_mn1_0.00019952_dm_5_la2_0.01_laL_0.01_.slha.py 1.444 0.0001995 320.0 10.119 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.01092 "[[],[[jet,jet]]]  (HSCP,HSCP)" 10.713 0.0 15.423 15.423 THSCPM1b,THSCPM8 IDM_mhc_300_mn1_0.1_dm_5_la2_0.01_laL_0.01_.slha.py 11.66 0.1 300.0 5803.734 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.1974 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.0959 0.0 0.0 0.1245 THSCPM1b IDM_mhc_740_mn1_0.00050118_dm_5_la2_0.01_laL_0.01_.slha.py 0.006816 0.0005011 740.0 4.687 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.07941 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.07941 0.0 0.0 0.07941 TSmuSmuDisp IDM_mhc_820_mn1_5.0118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.167 5.011e-05 820.0 0.3816 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.06939 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.06939 0.0 0.0 0.06939 TSmuSmuDisp IDM_mhc_840_mn1_2.5118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.175 2.511e-05 840.0 0.1827 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.6203 0.0 0.8774 0.8774 THSCPM1b IDM_mhc_580_mn1_0.3981_dm_5_la2_0.01_laL_0.01_.slha.py 0.9185 0.3981 580.0 6071.598 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 1.386 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.8625 0.0 0.0 1.386 TSmuSmuDisp IDM_mhc_540_mn1_7.9432e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.4676 7.943e-05 540.0 1.399 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 2.007 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 1.248 0.0 0.0 2.007 TSmuSmuDisp IDM_mhc_500_mn1_3.981e-05_dm_5_la2_0.01_laL_0.01_.slha.py 1.005 3.981e-05 500.0 0.8187 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.3735 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.2803 0.0 0.0 0.3741 TSmuSmuDisp IDM_mhc_680_mn1_1.5848e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.5893 1.584e-06 680.0 0.01761 1[N1,mu-]
Non-excluded CMS-EXO-13-006 1.091 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.4043 0.0 0.03669 0.6595 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_560_mn1_0.00031622_dm_5_la2_0.01_laL_0.01_.slha.py 0.06701 0.0003162 560.0 5.179 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.05321 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.05322 0.0 0.0 0.05322 TSmuSmuDisp IDM_mhc_880_mn1_1e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.154 1e-05 880.0 0.06599 1[N1,mu-]
Excluded CMS-EXO-13-006 132.878 "[[],[[jet,jet]]]  (HSCP,HSCP)" 234.928 0.0 338.818 344.921 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_120_mn1_0.00015848_dm_5_la2_0.01_laL_0.01_.slha.py 26.948 0.0001584 120.0 61.857 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.439 0.0 0.5841 0.5841 THSCPM1b IDM_mhc_620_mn1_0.050118_dm_5_la2_0.01_laL_0.01_.slha.py 0.6419 0.05011 620.0 668.904 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.511 0.0 0.7229 0.7229 THSCPM1b IDM_mhc_600_mn1_0.031622_dm_5_la2_0.01_laL_0.01_.slha.py 0.7368 0.03162 600.0 450.518 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.1408 "[[],[[jet,jet]]]  (HSCP,HSCP)" 4.003 0.0 5.761 5.761 THSCPM1b,THSCPM8 IDM_mhc_380_mn1_0.012589_dm_5_la2_0.01_laL_0.01_.slha.py 4.651 0.01258 380.0 451.549 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.2625 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.2076 0.0 0.0 0.2625 TSmuSmuDisp IDM_mhc_720_mn1_6.3095e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.2419 6.309e-05 720.0 0.6224 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.01562 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_960_mn1_3.981e-05_dm_5_la2_0.01_laL_0.01_.slha.py 3.83e-10 3.981e-05 960.0 0.2209 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.01374 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_980_mn1_1.9952e-05_dm_5_la2_0.01_laL_0.01_.slha.py 9.836e-10 1.995e-05 980.0 0.106 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 2.697 0.0 3.881 3.881 THSCPM1b,THSCPM8 IDM_mhc_420_mn1_0.25118_dm_5_la2_0.01_laL_0.01_.slha.py 3.141 0.2511 420.0 7362.946 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 2.007 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 1.248 0.0 0.0 2.008 TSmuSmuDisp IDM_mhc_500_mn1_1.9952e-06_dm_5_la2_0.01_laL_0.01_.slha.py 3.112 1.995e-06 500.0 0.04102 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 315.006 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 173.466 0.0 0.0 315.007 TSmuSmuDisp IDM_mhc_140_mn1_2.5118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 23.937 2.511e-06 140.0 0.7072 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 542.03 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 278.344 0.0 0.3237 506.314 TSmuSmuDisp IDM_mhc_120_mn1_5.0118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 11.866 5.011e-06 120.0 1.953 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 1.092 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.9133 0.0 1.313 1.377 THSCPM1b,THSCPM8 IDM_mhc_480_mn1_0.0012589_dm_5_la2_0.01_laL_0.01_.slha.py 0.9002 0.001258 480.0 28.109 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 19.36 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 10.739 0.0 0.0 19.362 TSmuSmuDisp IDM_mhc_300_mn1_1.5848e-06_dm_5_la2_0.01_laL_0.01_.slha.py 17.301 1.584e-06 300.0 0.09177 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.7317 "[[],[[jet,jet]]]  (HSCP,HSCP)" 10.336 0.0 14.88 14.88 THSCPM1b,THSCPM8 IDM_mhc_300_mn1_0.0063095_dm_5_la2_0.01_laL_0.01_.slha.py 11.267 0.006309 300.0 366.098 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.1062 "[[],[[jet,jet]]]  (HSCP,HSCP)" 25.119 0.0 36.177 36.177 THSCPM1b,THSCPM8 IDM_mhc_240_mn1_0.03981_dm_5_la2_0.01_laL_0.01_.slha.py 25.639 0.03981 240.0 3647.448 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_960_mn1_0.012589_dm_5_la2_0.01_laL_0.01_.slha.py 0.02589 0.01258 960.0 69.726 1[N1,mu-]
Excluded CMS-EXO-13-006 5.843 "[[],[[jet,jet]]]  (HSCP,HSCP)" 291.936 0.0 421.036 421.036 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_120_mn1_0.003981_dm_5_la2_0.01_laL_0.01_.slha.py 30.041 0.003981 120.0 1553.755 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 34.803 0.0 50.133 50.133 THSCPM1b,THSCPM8 IDM_mhc_220_mn1_0.79432_dm_5_la2_0.01_laL_0.01_.slha.py 35.05 0.7943 220.0 86928.177 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.2799 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.0995 0.0 0.1255 0.1755 THSCPM1b IDM_mhc_660_mn1_0.001_dm_5_la2_0.01_laL_0.01_.slha.py 0.07079 0.001 660.0 11.745 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.4538 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.2176 0.0 0.0 0.2899 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_640_mn1_0.0003981_dm_5_la2_0.01_laL_0.01_.slha.py 0.02082 0.0003981 640.0 4.983 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 3.325 0.0 4.785 4.785 THSCPM1b,THSCPM8 IDM_mhc_400_mn1_0.3981_dm_5_la2_0.01_laL_0.01_.slha.py 3.867 0.3981 400.0 12897.187 1[N1,mu-]
Non-excluded CMS-EXO-13-006 2.543 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.7631 0.0 0.1551 1.472 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_480_mn1_0.00025118_dm_5_la2_0.01_laL_0.01_.slha.py 0.2005 0.0002511 480.0 5.605 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.4459 0.0 0.5933 0.5933 THSCPM1b IDM_mhc_620_mn1_0.19952_dm_5_la2_0.01_laL_0.01_.slha.py 0.6594 0.1995 620.0 2662.981 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 33.698 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 18.644 0.0 0.0 33.698 TSmuSmuDisp IDM_mhc_260_mn1_3.1622e-06_dm_5_la2_0.01_laL_0.01_.slha.py 18.433 3.162e-06 260.0 0.2457 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.05976 0.0 0.05976 0.05976 THSCPM1b IDM_mhc_860_mn1_0.12589_dm_5_la2_0.01_laL_0.01_.slha.py 0.1338 0.1258 860.0 869.281 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 62.944 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 34.691 0.0 0.0 62.795 TSmuSmuDisp IDM_mhc_220_mn1_1e-05_dm_5_la2_0.01_laL_0.01_.slha.py 13.003 1e-05 220.0 1.096 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.01159 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.2107 0.0 0.2663 0.2663 THSCPM1b IDM_mhc_700_mn1_0.01_dm_5_la2_0.01_laL_0.01_.slha.py 0.2858 0.01 700.0 104.405 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 9.234 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 5.166 0.0 0.0 9.234 TSmuSmuDisp IDM_mhc_360_mn1_7.9432e-06_dm_5_la2_0.01_laL_0.01_.slha.py 5.949 7.943e-06 360.0 0.3177 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.1502 0.0 0.195 0.195 THSCPM1b IDM_mhc_740_mn1_0.025118_dm_5_la2_0.01_laL_0.01_.slha.py 0.2573 0.02511 740.0 234.913 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.23 "[[],[[jet,jet]]]  (HSCP,HSCP)" 10.577 0.0 15.227 15.227 THSCPM1b,THSCPM8 IDM_mhc_300_mn1_0.015848_dm_5_la2_0.01_laL_0.01_.slha.py 11.449 0.01584 300.0 917.799 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 5.162 0.0 7.43 7.43 THSCPM1b,THSCPM8 IDM_mhc_360_mn1_0.50118_dm_5_la2_0.01_laL_0.01_.slha.py 5.938 0.5011 360.0 20053.553 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 108.979 0.0 157.08 157.08 THSCPM1b,THSCPM8 IDM_mhc_160_mn1_0.31622_dm_5_la2_0.01_laL_0.01_.slha.py 33.594 0.3162 160.0 67347.086 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.7537 "[[],[[jet,jet]]]  (HSCP,HSCP)" 1.361 0.0 1.959 1.983 THSCPM1b,THSCPM8 IDM_mhc_460_mn1_0.0019952_dm_5_la2_0.01_laL_0.01_.slha.py 1.481 0.001995 460.0 48.602 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 2.594 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 1.502 0.0 0.0 2.594 TSmuSmuDisp IDM_mhc_480_mn1_6.3095e-06_dm_5_la2_0.01_laL_0.01_.slha.py 2.642 6.309e-06 480.0 0.1409 1[N1,mu-]
